Date,NAV
2008-07-30,10.01880
2008-07-31,10.01880
2008-08-01,10.01880
2008-08-04,10.01880
2008-08-05,10.01880
2008-08-06,10.01880
2008-08-07,10.01880
2008-08-08,10.01880
2008-08-11,10.01880
2008-08-12,10.01880
2008-08-13,10.01880
2008-08-14,10.01880
2008-08-18,10.01880
2008-08-20,10.01880
2008-08-21,10.01880
2008-08-22,10.01880
2008-08-25,10.01880
2008-08-26,10.01880
2008-08-27,10.01880
2008-08-28,10.01880
2008-08-29,10.01880
2008-09-01,10.01880
2008-09-02,10.01880
2008-09-04,10.01880
2008-09-05,10.01880
2008-09-08,10.01880
2008-09-09,10.01880
2008-09-10,10.01880
2008-09-11,10.01880
2008-09-12,10.01880
2008-09-15,10.01880
2008-09-16,10.01880
2008-09-17,10.01880
2008-09-18,10.01880
2008-09-19,10.01880
2008-09-22,10.01880
2008-09-23,10.01880
2008-09-24,10.01880
2008-09-25,10.01880
2008-09-26,10.01880
2008-09-29,10.01880
2008-10-01,10.01880
2008-10-03,10.01880
2008-10-06,10.01880
2008-10-07,10.01880
2008-10-08,10.01160
2008-10-10,10.01160
2008-10-13,10.01160
2008-10-14,10.01160
2008-10-15,10.01160
2008-10-16,10.01160
2008-10-17,10.01160
2008-10-20,10.01160
2008-10-22,10.01160
2008-10-23,10.01160
2008-10-24,10.01160
2008-10-27,10.01160
2008-10-29,10.01160
2008-10-31,10.01160
2008-11-03,10.01160
2008-11-04,10.01160
2008-11-05,10.01160
2008-11-06,10.01160
2008-11-07,10.01160
2008-11-10,10.01160
2008-11-11,10.01160
2008-11-12,10.01160
2008-11-14,10.01160
2008-11-17,10.01160
2008-11-18,10.01160
2008-11-19,10.01160
2008-11-20,10.01160
2008-11-21,10.01160
2008-11-24,10.01160
2008-11-25,10.01160
2008-11-26,10.01160
2008-11-28,10.01160
2008-12-01,10.01160
2008-12-02,10.01160
2008-12-03,10.01160
2008-12-04,10.01160
2008-12-05,10.01160
2008-12-08,10.01160
2008-12-10,10.01160
2008-12-11,10.01160
2008-12-12,10.01160
2008-12-15,10.01160
2008-12-16,10.01160
2008-12-17,10.01160
2008-12-18,10.01160
2008-12-19,10.01160
2008-12-22,10.01160
2008-12-23,10.01160
2008-12-24,10.01160
2008-12-26,10.01160
2008-12-29,10.01160
2008-12-30,10.01160
2008-12-31,10.01160
2009-01-01,10.01160
2009-01-02,10.01160
2009-01-05,10.01160
2009-01-06,10.01160
2009-01-07,10.01160
2009-01-09,10.01160
2009-01-12,10.01160
2009-01-13,10.01160
2009-01-14,10.01160
2009-01-15,10.01160
2009-01-16,10.01160
2009-01-19,10.01160
2009-01-20,10.01160
2009-01-21,10.01160
2009-01-22,10.01160
2009-01-23,10.01160
2009-01-27,10.01160
2009-01-28,10.01160
2009-01-29,10.01160
2009-01-30,10.01160
2009-02-02,10.01160
2009-02-03,10.01160
2009-02-04,10.01160
2009-02-05,10.01160
2009-02-06,10.01160
2009-02-09,10.01160
2009-02-10,10.01160
2009-02-11,10.01160
2009-02-12,10.01160
2009-02-13,10.01160
2009-02-16,10.01160
2009-02-17,10.01160
2009-02-18,10.01160
2009-02-19,10.01160
2009-02-24,10.01160
2009-02-25,10.01160
2009-02-26,10.01160
2009-02-27,10.01160
2009-03-02,10.01160
2009-03-03,10.01160
2009-03-04,10.01160
2009-03-05,10.01160
2009-03-06,10.01160
2009-03-09,10.01160
2009-03-12,10.01160
2009-03-13,10.01160
2009-03-16,10.01160
2009-03-17,10.01160
2009-03-18,10.01160
2009-03-19,10.01160
2009-03-20,10.01160
2009-03-23,10.01160
2009-03-24,10.01160
2009-03-25,10.01160
2009-03-26,10.01160
2009-03-30,10.01160
2009-03-31,10.01160
2009-04-02,10.01160
2009-04-06,10.01160
2009-04-08,10.01160
2009-04-09,10.01160
2009-04-13,10.01160
2009-04-15,10.01160
2009-04-16,10.01160
2009-04-17,10.01160
2009-04-20,10.01160
2009-04-21,10.01160
2009-04-22,10.01160
2009-04-23,10.01160
2009-04-24,10.01160
2009-04-27,10.01160
2009-04-28,10.01160
2009-04-29,10.01160
2009-05-04,10.01160
2009-05-05,10.01160
2009-05-06,10.01160
2009-05-07,10.01160
2009-05-08,10.01160
2009-05-11,10.01160
2009-05-12,10.01160
2009-05-13,10.01160
2009-05-14,10.01160
2009-05-15,10.01160
2009-05-18,10.01160
2009-05-19,10.01160
2009-05-20,10.01160
2009-05-21,10.01160
2009-05-22,10.01160
2009-05-25,10.01160
2009-05-26,10.01160
2009-05-27,10.01160
2009-05-28,10.01160
2009-05-29,10.01160
2009-06-01,10.01160
2009-06-02,10.01160
2009-06-03,10.01160
2009-06-04,10.01160
2009-06-05,10.01160
2009-06-08,10.01160
2009-06-09,10.01160
2009-06-10,10.01160
2009-06-11,10.01160
2009-06-12,10.01160
2009-06-15,10.01160
2009-06-16,10.01160
2009-06-17,10.01160
2009-06-18,10.01160
2009-06-19,10.01160
2009-06-22,10.01160
2009-06-23,10.01160
2009-06-24,10.01160
2009-06-25,10.01160
2009-06-26,10.01160
2009-06-29,10.01160
2009-06-30,10.01160
2009-07-02,10.01160
2009-07-03,10.01160
2009-07-06,10.01160
2009-07-07,10.01160
2009-07-08,10.01160
2009-07-09,10.01160
2009-07-10,10.01160
2009-07-13,10.01160
2009-07-14,10.01160
2009-07-15,10.01160
2009-07-16,10.01160
2009-07-17,10.01160
2009-07-20,10.01160
2009-07-21,10.01160
2009-07-22,10.01160
2009-07-23,10.01160
2009-07-24,10.01160
2009-07-27,10.01160
2009-07-28,10.01160
2009-07-29,10.01160
2009-07-30,10.01160
2009-07-31,10.01160
2009-08-03,10.01160
2009-08-04,10.01160
2009-08-05,10.01160
2009-08-06,10.01160
2009-08-07,10.01160
2009-08-10,10.01160
2009-08-11,10.01160
2009-08-12,10.01160
2009-08-13,10.01160
2009-08-14,10.01160
2009-08-17,10.01160
2009-08-18,10.01160
2009-08-20,10.01160
2009-08-21,10.01160
2009-08-24,10.01160
2009-08-25,10.01160
2009-08-26,10.01160
2009-08-27,10.01160
2009-08-28,10.01160
2009-08-31,10.01160
2009-09-01,10.01160
2009-09-02,10.01160
2009-09-03,10.01160
2009-09-04,10.01160
2009-09-07,10.01160
2009-09-08,10.01160
2009-09-09,10.01160
2009-09-10,10.01160
2009-09-11,10.01160
2009-09-14,10.01160
2009-09-15,10.01160
2009-09-16,10.01160
2009-09-17,10.01160
2009-09-18,10.01160
2009-09-22,10.01160
2009-09-23,10.01160
2009-09-24,10.01160
2009-09-25,10.01160
2009-09-29,10.01160
2009-10-01,10.01160
2009-10-05,10.01160
2009-10-06,10.01160
2009-10-07,10.01160
2009-10-08,10.01160
2009-10-09,10.01160
2009-10-12,10.01160
2009-10-14,10.01160
2009-10-15,10.01160
2009-10-16,10.01160
2009-10-20,10.01160
2009-10-21,10.01160
2009-10-22,10.01160
2009-10-23,10.01160
2009-10-26,10.01160
2009-10-27,10.01160
2009-10-28,10.01160
2009-10-29,10.01160
2009-10-30,10.01160
2009-11-03,10.01160
2009-11-04,10.01160
2009-11-05,10.01160
2009-11-06,10.01160
2009-11-09,10.01160
2009-11-10,10.01160
2009-11-11,10.01160
2009-11-12,10.01160
2009-11-13,10.01160
2009-11-16,10.01160
2009-11-17,10.01160
2009-11-18,10.01160
2009-11-19,10.01160
2009-11-20,10.01160
2009-11-23,10.01160
2009-11-24,10.01160
2009-11-25,10.01160
2009-11-26,10.01160
2009-11-27,10.01160
2009-11-30,10.01160
2009-12-01,10.01160
2009-12-02,10.01160
2009-12-03,10.01160
2009-12-04,10.01160
2009-12-07,10.01160
2009-12-08,10.01160
2009-12-09,10.01160
2009-12-10,10.01160
2009-12-11,10.01160
2009-12-14,10.01160
2009-12-15,10.01160
2009-12-16,10.01160
2009-12-17,10.01160
2009-12-18,10.01160
2009-12-21,10.01160
2009-12-22,10.01160
2009-12-23,10.01160
2009-12-24,10.01160
2009-12-29,10.01160
2009-12-30,10.01160
2009-12-31,10.01160
2010-01-01,10.01160
2010-01-04,10.01160
2010-01-05,10.01160
2010-01-06,10.01160
2010-01-07,10.01160
2010-01-08,10.01160
2010-01-11,10.01160
2010-01-12,10.01160
2010-01-13,10.01160
2010-01-14,10.01160
2010-01-15,10.01160
2010-01-18,10.01160
2010-01-19,10.01160
2010-01-20,10.01160
2010-01-21,10.01160
2010-01-22,10.01160
2010-01-25,10.01160
2010-01-27,10.01160
2010-01-28,10.01160
2010-01-29,10.01160
2010-02-01,10.01160
2010-02-02,10.01160
2010-02-03,10.01160
2010-02-04,10.01160
2010-02-05,10.01160
2010-02-08,10.01160
2010-02-09,10.01160
2010-02-10,10.01160
2010-02-11,10.01160
2010-02-15,10.01160
2010-02-16,10.01160
2010-02-17,10.01160
2010-02-18,10.01160
2010-02-19,10.01160
2010-02-22,10.01160
2010-02-23,10.01160
2010-02-24,10.01160
2010-02-25,10.01160
2010-02-26,10.01160
2010-03-02,10.01160
2010-03-03,10.01160
2010-03-04,10.01160
2010-03-05,10.01160
2010-03-08,10.01160
2010-03-09,10.01160
2010-03-10,10.01160
2010-03-11,10.01160
2010-03-12,10.01160
2010-03-15,10.01160
2010-03-17,10.01340
2010-03-18,10.01160
2010-03-19,10.01160
2010-03-22,10.01510
2010-03-23,10.01160
2010-03-25,10.01160
2010-03-26,10.01160
2010-03-29,10.01160
2010-03-30,10.01160
2010-03-31,10.01160
2010-04-05,10.01160
2010-04-06,10.01160
2010-04-07,10.01160
2010-04-08,10.01160
2010-04-09,10.01160
2010-04-12,10.01160
2010-04-13,10.01160
2010-04-15,10.01160
2010-04-16,10.01160
2010-04-19,10.01160
2010-04-20,10.01160
2010-04-21,10.01160
2010-04-22,10.01160
2010-04-23,10.01160
2010-04-26,10.01160
2010-04-27,10.01160
2010-04-28,10.01160
2010-04-29,10.01160
2010-04-30,10.01160
2010-05-03,10.01160
2010-05-04,10.01160
2010-05-05,10.01160
2010-05-06,10.01160
2010-05-07,10.01160
2010-05-10,10.01160
2010-05-11,10.01160
2010-05-12,10.01160
2010-05-13,10.01160
2010-05-14,10.01160
2010-05-17,10.01160
2010-05-18,10.01160
2010-05-19,10.01160
2010-05-20,10.01160
2010-05-21,10.01160
2010-05-24,10.01160
2010-05-25,10.01160
2010-05-26,10.01160
2010-05-28,10.01160
2010-05-31,10.01160
2010-06-01,10.01160
2010-06-02,10.01160
2010-06-03,10.01160
2010-06-04,10.01160
2010-06-07,10.01160
2010-06-08,10.01160
2010-06-09,10.01160
2010-06-10,10.01160
2010-06-11,10.01160
2010-06-14,10.01160
2010-06-15,10.01160
2010-06-16,10.01160
2010-06-17,10.01160
2010-06-18,10.01160
2010-06-21,10.01160
2010-06-22,10.01160
2010-06-23,10.01160
2010-06-24,10.01160
2010-06-25,10.01160
2010-06-28,10.01160
2010-06-29,10.01160
2010-06-30,10.01160
2010-07-02,10.01160
2010-07-05,10.01160
2010-07-06,10.01160
2010-07-07,10.01160
2010-07-08,10.01160
2010-07-09,10.01160
2010-07-12,10.01160
2010-07-13,10.01160
2010-07-14,10.01160
2010-07-15,10.01160
2010-07-16,10.01160
2010-07-19,10.01160
2010-07-20,10.01160
2010-07-21,10.01160
2010-07-22,10.01160
2010-07-23,10.01160
2010-07-26,10.01160
2010-07-27,10.01160
2010-07-28,10.01160
2010-07-29,10.01160
2010-07-30,10.01160
2010-08-02,10.01160
2010-08-03,10.01160
2010-08-04,10.01160
2010-08-05,10.01160
2010-08-06,10.01160
2010-08-09,10.01160
2010-08-10,10.01160
2010-08-11,10.01160
2010-08-12,10.01160
2010-08-13,10.01160
2010-08-16,10.01160
2010-08-17,10.01160
2010-08-18,10.01160
2010-08-20,10.01160
2010-08-23,10.01160
2010-08-24,10.01160
2010-08-25,10.01160
2010-08-26,10.01160
2010-08-27,10.01160
2010-08-30,10.01160
2010-08-31,10.01160
2010-09-01,10.01160
2010-09-02,10.01160
2010-09-03,10.01160
2010-09-06,10.01160
2010-09-07,10.01160
2010-09-08,10.01160
2010-09-09,10.01160
2010-09-13,10.01160
2010-09-14,10.01160
2010-09-15,10.01160
2010-09-16,10.01160
2010-09-17,10.01160
2010-09-20,10.01160
2010-09-21,10.01160
2010-09-22,10.01160
2010-09-23,10.01160
2010-09-24,10.01160
2010-09-27,10.01160
2010-09-28,10.01160
2010-09-29,10.01160
2010-10-01,10.01160
2010-10-04,10.01160
2010-10-05,10.01160
2010-10-06,10.01160
2010-10-07,10.01160
2010-10-08,10.01160
2010-10-11,10.01160
2010-10-12,10.01160
2010-10-13,10.01160
2010-10-14,10.01160
2010-10-15,10.01160
2010-10-18,10.01160
2010-10-19,10.01160
2010-10-20,10.01160
2010-10-21,10.01160
2010-10-22,10.01160
2010-10-25,10.01160
2010-10-26,10.01160
2010-10-27,10.01160
2010-10-28,10.01160
2010-10-29,10.01160
2010-11-01,10.01160
2010-11-02,10.01160
2010-11-03,10.01160
2010-11-04,10.01160
2010-11-08,10.01160
2010-11-09,10.01160
2010-11-10,10.01160
2010-11-11,10.01160
2010-11-12,10.01160
2010-11-15,10.01160
2010-11-16,10.01160
2010-11-18,10.01160
2010-11-19,10.01160
2010-11-22,10.01160
2010-11-23,10.01160
2010-11-24,10.01160
2010-11-25,10.01160
2010-11-26,10.01160
2010-11-29,10.01160
2010-11-30,10.01160
2010-12-01,10.01160
2010-12-02,10.01160
2010-12-03,10.01160
2010-12-06,10.01160
2010-12-07,10.01160
2010-12-08,10.01160
2010-12-09,10.01160
2010-12-10,10.01160
2010-12-13,10.01160
2010-12-14,10.01160
2010-12-15,10.01160
2010-12-16,10.01160
2010-12-20,10.01160
2010-12-21,10.01160
2010-12-22,10.01160
2010-12-23,10.01160
2010-12-24,10.01160
2010-12-27,10.01160
2010-12-28,10.01160
2010-12-29,10.01160
2010-12-30,10.01160
2010-12-31,10.01160
2011-01-03,10.01160
2011-01-04,10.01160
2011-01-05,10.01160
2011-01-06,10.01160
2011-01-07,10.01160
2011-01-10,10.01160
2011-01-11,10.01160
2011-01-12,10.01160
2011-01-13,10.01160
2011-01-14,10.01160
2011-01-17,10.01160
2011-01-18,10.01160
2011-01-19,10.01160
2011-01-20,10.01160
2011-01-21,10.01160
2011-01-24,10.01160
2011-01-25,10.01160
2011-01-27,10.01160
2011-01-28,10.01160
2011-01-31,10.01160
2011-02-01,10.01160
2011-02-02,10.01160
2011-02-03,10.01160
2011-02-04,10.01160
2011-02-07,10.01160
2011-02-08,10.01160
2011-02-09,10.01160
2011-02-10,10.01160
2011-02-11,10.01160
2011-02-14,10.01160
2011-02-15,10.01160
2011-02-17,10.01160
2011-02-18,10.01160
2011-02-21,10.01160
2011-02-22,10.01160
2011-02-23,10.01160
2011-02-24,10.01160
2011-02-25,10.01160
2011-02-28,10.01160
2011-03-01,10.01160
2011-03-03,10.01160
2011-03-04,10.01160
2011-03-07,10.01160
2011-03-08,10.01160
2011-03-09,10.01160
2011-03-10,10.01160
2011-03-11,10.01160
2011-03-14,10.01160
2011-03-15,10.01160
2011-03-16,10.01160
2011-03-17,10.01160
2011-03-18,10.01160
2011-03-21,10.01160
2011-03-22,10.01160
2011-03-23,10.01160
2011-03-24,10.01160
2011-03-25,10.01160
2011-03-28,10.01160
2011-03-29,10.01160
2011-03-30,10.01160
2011-03-31,10.01160
2011-04-05,10.01160
2011-04-06,10.01160
2011-04-07,10.01160
2011-04-08,10.01160
2011-04-11,10.01160
2011-04-13,10.01160
2011-04-15,10.01160
2011-04-18,10.01160
2011-04-19,10.01160
2011-04-20,10.01160
2011-04-21,10.01160
2011-04-25,10.01160
2011-04-26,10.01160
2011-04-27,10.01160
2011-04-28,10.01160
2011-04-29,10.01160
2011-05-02,10.01160
2011-05-03,10.01160
2011-05-04,10.01160
2011-05-05,10.01160
2011-05-06,10.01160
2011-05-09,10.01160
2011-05-10,10.01160
2011-05-11,10.01160
2011-05-12,10.01160
2011-05-13,10.01160
2011-05-16,10.01160
2011-05-18,10.01160
2011-05-19,10.01160
2011-05-20,10.01160
2011-05-23,10.01160
2011-05-24,10.01160
2011-05-25,10.01160
2011-05-26,10.01160
2011-05-27,10.01160
2011-05-30,10.01160
2011-05-31,10.01160
2011-06-01,10.01160
2011-06-02,10.01160
2011-06-03,10.01160
2011-06-06,10.01160
2011-06-07,10.01160
2011-06-08,10.01160
2011-06-09,10.01160
2011-06-10,10.01160
2011-06-13,10.01160
2011-06-14,10.01160
2011-06-15,10.01160
2011-06-16,10.01160
2011-06-17,10.01160
2011-06-20,10.01160
2011-06-21,10.01160
2011-06-22,10.01160
2011-06-23,10.01160
2011-06-24,10.01160
2011-06-27,10.01160
2011-06-28,10.01160
2011-06-29,10.01160
2011-06-30,10.01160
2011-07-04,10.01160
2011-07-05,10.01160
2011-07-06,10.01160
2011-07-07,10.01160
2011-07-08,10.01160
2011-07-11,10.01160
2011-07-12,10.01160
2011-07-13,10.01160
2011-07-14,10.01160
2011-07-15,10.01160
2011-07-18,10.01160
2011-07-19,10.01160
2011-07-20,10.01160
2011-07-21,10.01160
2011-07-22,10.01160
2011-07-25,10.01160
2011-07-26,10.01160
2011-07-27,10.01160
2011-07-28,10.01160
2011-07-29,10.01160
2011-08-01,10.01160
2011-08-02,10.01160
2011-08-03,10.01160
2011-08-04,10.01160
2011-08-05,10.01160
2011-08-08,10.01160
2011-08-09,10.01160
2011-08-10,10.01160
2011-08-11,10.01160
2011-08-12,10.01160
2011-08-16,10.01160
2011-08-17,10.01160
2011-08-18,10.01160
2011-08-22,10.01160
2011-08-23,10.01160
2011-08-24,10.01160
2011-08-25,10.01160
2011-08-26,10.01160
2011-08-29,10.01160
2011-08-30,10.01160
2011-09-02,10.01160
2011-09-05,10.01160
2011-09-06,10.01160
2011-09-07,10.01160
2011-09-08,10.01160
2011-09-09,10.01160
2011-09-12,10.01160
2011-09-13,10.01160
2011-09-14,10.01160
2011-09-15,10.01160
2011-09-16,10.01160
2011-09-19,10.01160
2011-09-20,10.01160
2011-09-21,10.01160
2011-09-22,10.01160
2011-09-23,10.01160
2011-09-26,10.01160
2011-09-27,10.01160
2011-09-28,10.01160
2011-09-29,10.01160
2011-10-03,10.01160
2011-10-04,10.01160
2011-10-05,10.01160
2011-10-07,10.01160
2011-10-10,10.01160
2011-10-11,10.01160
2011-10-12,10.01160
2011-10-13,10.01160
2011-10-14,10.01160
2011-10-17,10.01160
2011-10-18,10.01160
2011-10-19,10.01160
2011-10-20,10.01160
2011-10-21,10.01160
2011-10-24,10.01160
2011-10-25,10.01160
2011-10-28,10.01160
2011-10-31,10.01160
2011-11-01,10.01160
2011-11-02,10.01160
2011-11-03,10.01160
2011-11-04,10.01160
2011-11-08,10.01160
2011-11-09,10.01160
2011-11-11,10.01160
2011-11-14,10.01160
2011-11-15,10.01160
2011-11-16,10.01160
2011-11-17,10.01160
2011-11-18,10.01160
2011-11-21,10.01160
2011-11-22,10.01160
2011-11-23,10.01160
2011-11-24,10.01160
2011-11-25,10.01160
2011-11-28,10.01160
2011-11-29,10.01160
2011-11-30,10.01160
2011-12-01,10.01160
2011-12-02,10.01160
2011-12-05,10.01160
2011-12-07,10.01160
2011-12-08,10.01160
2011-12-09,10.01160
2011-12-12,10.01160
2011-12-13,10.01160
2011-12-14,10.01160
2011-12-15,10.01160
2011-12-16,10.01160
2011-12-19,10.01160
2011-12-20,10.01160
2011-12-21,10.01160
2011-12-22,10.01160
2011-12-23,10.01160
2011-12-26,10.01160
2011-12-27,10.01160
2011-12-28,10.01160
2011-12-29,10.01160
2011-12-30,10.01160
2012-01-02,10.01160
2012-01-03,10.01160
2012-01-04,10.01160
2012-01-05,10.01160
2012-01-06,10.01160
2012-01-09,10.01160
2012-01-10,10.01160
2012-01-11,10.01160
2012-01-12,10.01160
2012-01-13,10.01160
2012-01-16,10.01160
2012-01-17,10.01160
2012-01-18,10.01160
2012-01-19,10.01160
2012-01-20,10.01160
2012-01-23,10.01160
2012-01-24,10.01160
2012-01-25,10.01160
2012-01-27,10.01160
2012-01-30,10.01160
2012-01-31,10.01160
2012-02-01,10.01160
2012-02-02,10.01160
2012-02-03,10.01160
2012-02-06,10.01160
2012-02-07,10.01160
2012-02-08,10.01160
2012-02-09,10.01160
2012-02-10,10.01160
2012-02-13,10.01160
2012-02-14,10.01160
2012-02-15,10.01160
2012-02-17,10.01160
2012-02-21,10.01160
2012-02-22,10.01160
2012-02-23,10.01160
2012-02-24,10.01160
2012-02-27,10.01160
2012-02-28,10.01160
2012-02-29,10.01160
2012-03-01,10.01160
2012-03-02,10.01160
2012-03-05,10.01160
2012-03-06,10.01160
2012-03-07,10.01160
2012-03-09,10.01160
2012-03-12,10.01160
2012-03-13,10.01160
2012-03-14,10.01160
2012-03-15,10.01160
2012-03-16,10.01160
2012-03-19,10.01160
2012-03-20,10.01160
2012-03-21,10.01160
2012-03-22,10.01160
2012-03-26,10.01160
2012-03-27,10.01160
2012-03-28,10.01160
2012-03-29,10.01160
2012-03-30,10.01160
2012-04-03,10.01160
2012-04-04,10.01160
2012-04-09,10.01160
2012-04-10,10.01160
2012-04-11,10.01160
2012-04-12,10.01160
2012-04-13,10.01160
2012-04-16,10.01160
2012-04-17,10.01160
2012-04-18,10.01160
2012-04-19,10.01160
2012-04-20,10.01160
2012-04-23,10.01160
2012-04-24,10.01160
2012-04-25,10.01160
2012-04-26,10.01160
2012-04-27,10.01160
2012-04-30,10.01160
2012-05-02,10.01160
2012-05-03,10.01160
2012-05-04,10.01160
2012-05-07,10.01160
2012-05-08,10.01160
2012-05-09,10.01160
2012-05-10,10.01160
2012-05-11,10.01160
2012-05-14,10.01160
2012-05-15,10.01160
2012-05-16,10.01160
2012-05-17,10.01160
2012-05-18,10.01160
2012-05-21,10.01160
2012-05-22,10.01160
2012-05-23,10.01160
2012-05-24,10.01160
2012-05-25,10.01160
2012-05-28,10.01160
2012-05-29,10.01160
2012-05-30,10.01160
2012-05-31,10.01160
2012-06-01,10.01160
2012-06-04,10.01160
2012-06-05,10.01160
2012-06-06,10.01160
2012-06-07,10.01160
2012-06-08,10.01160
2012-06-11,10.01160
2012-06-12,10.01160
2012-06-13,10.01160
2012-06-14,10.01160
2012-06-15,10.01160
2012-06-18,10.01160
2012-06-19,10.01160
2012-06-20,10.01160
2012-06-21,10.01160
2012-06-22,10.01160
2012-06-25,10.01160
2012-06-26,10.01160
2012-06-27,10.01160
2012-06-28,10.01160
2012-06-29,10.01160
2012-07-03,10.01160
2012-07-04,10.01260
2012-07-05,10.01260
2012-07-06,10.01350
2012-07-09,10.01350
2012-07-10,10.01350
2012-07-11,10.01350
2012-07-12,10.01350
2012-07-13,10.01350
2012-07-16,10.01350
2012-07-17,10.01350
2012-07-18,10.01350
2012-07-19,10.01360
2012-07-20,10.01450
2012-07-23,10.01450
2012-07-24,10.01450
2012-07-25,10.01450
2012-07-26,10.01450
2012-07-27,10.01450
2012-07-30,10.01450
2012-07-31,10.01450
2012-08-01,10.01450
2012-08-02,10.01450
2012-08-03,10.01510
2012-08-06,10.01590
2012-08-07,10.01690
2012-08-08,10.01690
2012-08-09,10.01690
2012-08-10,10.01690
2012-08-13,10.01690
2012-08-14,10.01690
2012-08-16,10.01690
2012-08-17,10.01690
2012-08-21,10.01690
2012-08-22,10.01690
2012-08-23,10.01690
2012-08-24,10.01690
2012-08-27,10.01690
2012-08-28,10.01690
2012-08-29,10.01690
2012-08-30,10.01690
2012-08-31,10.01690
2012-09-03,10.01710
2012-09-04,10.01720
2012-09-05,10.01720
2012-09-06,10.01720
2012-09-07,10.01720
2012-09-10,10.01720
2012-09-11,10.01720
2012-09-12,10.01720
2012-09-13,10.01720
2012-09-14,10.01720
2012-09-17,10.01720
2012-09-18,10.01720
2012-09-20,10.01720
2012-09-21,10.01720
2012-09-24,10.01720
2012-09-25,10.01720
2012-09-26,10.01720
2012-09-27,10.01720
2012-09-28,10.01720
2012-10-01,10.01720
2012-10-03,10.01720
2012-10-04,10.01720
2012-10-05,10.01720
2012-10-08,10.01720
2012-10-09,10.01720
2012-10-10,10.01720
2012-10-11,10.01720
2012-10-12,10.01720
2012-10-15,10.01720
2012-10-16,10.01720
2012-10-17,10.01720
2012-10-18,10.01720
2012-10-19,10.01720
2012-10-22,10.01720
2012-10-23,10.01720
